ID,trial,day,t_point,backg,loc,line_cross,shel_dur,sex,mass,mass_sc,trial_series,t_point_sc
1,2,9/6/2016,23,Light,Outer,0,0,Male,1182.9,0.3892876116976006,1-2,1.6492752031277782
1,2,9/6/2016,23,Light,Inner,0,0,Male,1182.9,0.3892876116976006,1-2,1.6492752031277782
2,1,8/29/2016,1,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.3478387590663927
2,1,8/29/2016,1,Dark,Outer,2,0,Male,1096.5,-0.42098580797651974,2-1,-1.3478387590663927
2,1,8/29/2016,1,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.3478387590663927
2,1,8/29/2016,1,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.3478387590663927
2,1,8/29/2016,2,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.171513954665246
2,1,8/29/2016,2,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.171513954665246
2,1,8/29/2016,2,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.171513954665246
2,1,8/29/2016,2,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-1.171513954665246
2,1,8/29/2016,3,Light,Outer,11,0,Male,1096.5,-0.42098580797651974,2-1,-0.9951891502640993
2,1,8/29/2016,3,Dark,Outer,15,0,Male,1096.5,-0.42098580797651974,2-1,-0.9951891502640993
2,1,8/29/2016,3,Light,Inner,8,0,Male,1096.5,-0.42098580797651974,2-1,-0.9951891502640993
2,1,8/29/2016,3,Dark,Inner,15,0,Male,1096.5,-0.42098580797651974,2-1,-0.9951891502640993
2,1,8/29/2016,4,Light,Outer,11,0,Male,1096.5,-0.42098580797651974,2-1,-0.8188643458629525
2,1,8/29/2016,4,Dark,Inner,7,0,Male,1096.5,-0.42098580797651974,2-1,-0.8188643458629525
2,1,8/29/2016,4,Dark,Outer,24,0,Male,1096.5,-0.42098580797651974,2-1,-0.8188643458629525
2,1,8/29/2016,4,Light,Inner,6,0,Male,1096.5,-0.42098580797651974,2-1,-0.8188643458629525
2,1,8/29/2016,5,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.6425395414618058
2,1,8/29/2016,5,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.6425395414618058
2,1,8/29/2016,5,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.6425395414618058
2,1,8/29/2016,5,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.6425395414618058
2,1,8/29/2016,6,Light,Inner,3,0,Male,1096.5,-0.42098580797651974,2-1,-0.4662147370606591
2,1,8/29/2016,6,Light,Outer,3,0,Male,1096.5,-0.42098580797651974,2-1,-0.4662147370606591
2,1,8/29/2016,6,Dark,Inner,4,21.7,Male,1096.5,-0.42098580797651974,2-1,-0.4662147370606591
2,1,8/29/2016,6,Dark,Outer,3,0,Male,1096.5,-0.42098580797651974,2-1,-0.4662147370606591
2,1,8/29/2016,7,Dark,Inner,12,0,Male,1096.5,-0.42098580797651974,2-1,-0.2898899326595124
2,1,8/29/2016,7,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.2898899326595124
2,1,8/29/2016,7,Dark,Outer,8,0,Male,1096.5,-0.42098580797651974,2-1,-0.2898899326595124
2,1,8/29/2016,7,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.2898899326595124
